frequency,raw,smoothed,error,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,10.26,10.26,4.56,4.56,-4.57,-3.30,-1.87,5.69,5.69,5.70
20.20,10.25,10.25,4.55,4.55,-4.55,-3.30,-1.92,5.70,5.70,5.70
20.40,10.24,10.24,4.54,4.54,-4.54,-3.29,-1.98,5.70,5.70,5.70
20.61,10.23,10.23,4.53,4.53,-4.52,-3.29,-2.04,5.70,5.70,5.70
20.81,10.22,10.22,4.52,4.52,-4.51,-3.29,-2.09,5.71,5.71,5.70
21.02,10.21,10.21,4.51,4.51,-4.50,-3.29,-2.16,5.71,5.71,5.70
21.23,10.19,10.19,4.49,4.49,-4.48,-3.29,-2.22,5.71,5.71,5.70
21.44,10.17,10.17,4.47,4.47,-4.47,-3.29,-2.29,5.70,5.70,5.70
21.66,10.14,10.14,4.44,4.45,-4.45,-3.29,-2.35,5.69,5.70,5.70
21.87,10.12,10.12,4.42,4.42,-4.43,-3.29,-2.42,5.69,5.69,5.69
22.09,10.10,10.10,4.40,4.40,-4.41,-3.29,-2.49,5.69,5.69,5.69
22.31,10.08,10.08,4.38,4.39,-4.39,-3.29,-2.57,5.69,5.69,5.69
22.54,10.07,10.07,4.38,4.37,-4.38,-3.29,-2.64,5.69,5.69,5.69
22.76,10.06,10.06,4.37,4.37,-4.37,-3.29,-2.72,5.69,5.69,5.69
22.99,10.05,10.05,4.36,4.36,-4.37,-3.29,-2.79,5.68,5.69,5.69
23.22,10.05,10.05,4.36,4.36,-4.36,-3.28,-2.88,5.69,5.69,5.69
23.45,10.05,10.05,4.36,4.36,-4.36,-3.28,-2.96,5.69,5.69,5.69
23.69,10.05,10.05,4.36,4.36,-4.35,-3.28,-3.04,5.69,5.69,5.69
23.92,10.04,10.04,4.35,4.35,-4.35,-3.28,-3.13,5.69,5.69,5.69
24.16,10.03,10.03,4.34,4.34,-4.33,-3.28,-3.21,5.69,5.69,5.68
24.40,10.01,10.01,4.32,4.32,-4.32,-3.28,-3.30,5.69,5.69,5.68
24.65,9.99,9.99,4.31,4.30,-4.30,-3.28,-3.39,5.69,5.69,5.68
24.89,9.96,9.96,4.28,4.28,-4.27,-3.28,-3.48,5.68,5.68,5.68
25.14,9.93,9.93,4.25,4.25,-4.25,-3.28,-3.57,5.67,5.68,5.68
25.39,9.90,9.90,4.22,4.22,-4.23,-3.27,-3.66,5.67,5.67,5.68
25.65,9.88,9.88,4.20,4.20,-4.21,-3.27,-3.75,5.66,5.66,5.68
25.91,9.86,9.86,4.18,4.18,-4.20,-3.27,-3.85,5.66,5.66,5.68
26.16,9.85,9.85,4.17,4.18,-4.19,-3.27,-3.94,5.66,5.67,5.67
26.43,9.85,9.84,4.18,4.17,-4.17,-3.27,-4.03,5.68,5.68,5.67
26.69,9.84,9.84,4.17,4.17,-4.15,-3.27,-4.12,5.69,5.69,5.67
26.96,9.82,9.82,4.15,4.15,-4.13,-3.27,-4.21,5.69,5.69,5.67
27.23,9.79,9.79,4.12,4.12,-4.10,-3.26,-4.29,5.69,5.69,5.67
27.50,9.75,9.75,4.08,4.08,-4.07,-3.26,-4.38,5.68,5.68,5.66
27.77,9.70,9.70,4.03,4.03,-4.03,-3.26,-4.46,5.66,5.66,5.66
28.05,9.65,9.65,3.99,3.99,-4.00,-3.26,-4.53,5.64,5.65,5.66
28.33,9.61,9.61,3.95,3.95,-3.98,-3.26,-4.61,5.63,5.63,5.66
28.62,9.59,9.59,3.93,3.93,-3.96,-3.26,-4.68,5.63,5.63,5.66
28.90,9.58,9.58,3.92,3.93,-3.95,-3.25,-4.74,5.63,5.63,5.65
29.19,9.59,9.59,3.94,3.94,-3.94,-3.25,-4.80,5.65,5.65,5.65
29.48,9.60,9.60,3.95,3.95,-3.94,-3.25,-4.85,5.66,5.66,5.65
29.78,9.61,9.60,3.96,3.96,-3.93,-3.25,-4.89,5.67,5.67,5.65
30.08,9.60,9.60,3.95,3.95,-3.93,-3.24,-4.93,5.67,5.67,5.64
30.38,9.58,9.58,3.94,3.94,-3.92,-3.24,-4.96,5.66,5.66,5.64
30.68,9.55,9.55,3.91,3.91,-3.90,-3.24,-4.98,5.64,5.64,5.64
30.99,9.51,9.51,3.87,3.88,-3.88,-3.24,-5.00,5.63,5.63,5.64
31.30,9.48,9.48,3.84,3.84,-3.85,-3.23,-5.01,5.62,5.62,5.63
31.61,9.45,9.45,3.82,3.82,-3.83,-3.23,-5.01,5.62,5.62,5.63
31.93,9.42,9.42,3.79,3.79,-3.80,-3.23,-5.00,5.62,5.62,5.63
32.24,9.40,9.39,3.77,3.77,-3.77,-3.23,-4.99,5.63,5.62,5.62
32.57,9.37,9.37,3.75,3.75,-3.75,-3.22,-4.97,5.62,5.62,5.62
32.89,9.34,9.34,3.72,3.72,-3.73,-3.22,-4.94,5.61,5.61,5.62
33.22,9.32,9.31,3.71,3.70,-3.71,-3.22,-4.90,5.61,5.61,5.61
33.55,9.29,9.29,3.68,3.68,-3.69,-3.21,-4.86,5.60,5.60,5.61
33.89,9.27,9.27,3.66,3.66,-3.66,-3.21,-4.81,5.60,5.60,5.60
34.23,9.25,9.24,3.65,3.64,-3.64,-3.20,-4.76,5.61,5.60,5.60
34.57,9.22,9.22,3.62,3.62,-3.62,-3.20,-4.70,5.60,5.60,5.60
34.92,9.19,9.19,3.60,3.59,-3.59,-3.20,-4.64,5.60,5.60,5.59
35.27,9.15,9.15,3.56,3.56,-3.56,-3.19,-4.57,5.59,5.59,5.59
35.62,9.11,9.11,3.53,3.53,-3.53,-3.19,-4.50,5.58,5.58,5.58
35.97,9.07,9.07,3.49,3.49,-3.49,-3.18,-4.43,5.57,5.57,5.58
36.33,9.03,9.03,3.46,3.46,-3.46,-3.18,-4.35,5.56,5.56,5.57
36.70,8.99,8.99,3.42,3.42,-3.43,-3.17,-4.28,5.56,5.56,5.57
37.06,8.96,8.96,3.40,3.40,-3.40,-3.17,-4.20,5.55,5.55,5.56
37.43,8.93,8.93,3.37,3.38,-3.38,-3.16,-4.12,5.55,5.55,5.55
37.81,8.91,8.90,3.36,3.36,-3.35,-3.16,-4.04,5.56,5.55,5.55
38.19,8.88,8.87,3.34,3.33,-3.33,-3.15,-3.96,5.55,5.55,5.54
38.57,8.84,8.84,3.30,3.31,-3.30,-3.15,-3.89,5.53,5.54,5.54
38.95,8.81,8.81,3.28,3.28,-3.28,-3.14,-3.81,5.53,5.53,5.53
39.34,8.78,8.77,3.26,3.25,-3.25,-3.13,-3.73,5.52,5.52,5.52
39.74,8.74,8.74,3.22,3.23,-3.23,-3.13,-3.65,5.51,5.51,5.51
40.14,8.71,8.71,3.20,3.20,-3.20,-3.12,-3.58,5.51,5.51,5.51
40.54,8.68,8.67,3.18,3.18,-3.18,-3.11,-3.51,5.50,5.50,5.50
40.94,8.64,8.64,3.15,3.15,-3.15,-3.10,-3.44,5.49,5.49,5.49
41.35,8.61,8.60,3.13,3.12,-3.13,-3.10,-3.37,5.48,5.48,5.48
41.76,8.57,8.57,3.09,3.10,-3.10,-3.09,-3.30,5.47,5.47,5.47
42.18,8.54,8.54,3.07,3.07,-3.08,-3.08,-3.23,5.46,5.46,5.46
42.60,8.51,8.51,3.05,3.05,-3.05,-3.07,-3.17,5.46,5.46,5.45
43.03,8.48,8.47,3.03,3.03,-3.02,-3.06,-3.11,5.45,5.45,5.45
43.46,8.44,8.44,3.00,3.00,-3.00,-3.05,-3.05,5.44,5.44,5.43
43.90,8.40,8.40,2.97,2.97,-2.97,-3.04,-2.99,5.42,5.42,5.42
44.33,8.36,8.36,2.94,2.94,-2.95,-3.03,-2.94,5.41,5.41,5.41
44.78,8.32,8.32,2.92,2.92,-2.92,-3.02,-2.88,5.39,5.40,5.40
