frequency,raw,smoothed,error,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,5.36,5.36,2.44,2.43,-2.45,-0.21,-0.23,2.91,2.91,2.92
20.20,5.32,5.32,2.37,2.37,-2.37,-0.21,-0.24,2.95,2.95,2.95
20.40,5.29,5.29,2.31,2.31,-2.30,-0.21,-0.25,2.99,2.99,2.98
20.61,5.25,5.25,2.25,2.24,-2.23,-0.21,-0.26,3.02,3.02,3.00
20.81,5.21,5.21,2.18,2.18,-2.17,-0.21,-0.26,3.04,3.04,3.03
21.02,5.17,5.17,2.11,2.11,-2.10,-0.21,-0.27,3.06,3.06,3.06
21.23,5.12,5.12,2.05,2.05,-2.05,-0.21,-0.28,3.07,3.08,3.07
21.44,5.08,5.08,2.00,1.99,-1.99,-0.21,-0.29,3.08,3.08,3.08
21.66,5.03,5.03,1.94,1.94,-1.94,-0.21,-0.30,3.09,3.09,3.09
21.87,4.98,4.98,1.89,1.89,-1.90,-0.21,-0.31,3.08,3.09,3.09
22.09,4.94,4.94,1.84,1.84,-1.85,-0.21,-0.32,3.08,3.09,3.10
22.31,4.91,4.91,1.81,1.81,-1.82,-0.21,-0.33,3.09,3.09,3.10
22.54,4.88,4.88,1.78,1.78,-1.79,-0.21,-0.34,3.09,3.09,3.10
22.76,4.86,4.86,1.76,1.76,-1.76,-0.21,-0.35,3.10,3.10,3.10
22.99,4.83,4.83,1.74,1.74,-1.73,-0.21,-0.36,3.10,3.10,3.09
23.22,4.80,4.80,1.71,1.71,-1.71,-0.21,-0.37,3.09,3.09,3.08
23.45,4.77,4.77,1.68,1.69,-1.68,-0.21,-0.38,3.09,3.09,3.08
23.69,4.74,4.74,1.66,1.66,-1.65,-0.21,-0.39,3.09,3.09,3.08
23.92,4.71,4.71,1.63,1.62,-1.62,-0.21,-0.40,3.08,3.08,3.08
24.16,4.68,4.68,1.59,1.59,-1.59,-0.21,-0.41,3.09,3.08,3.09
24.40,4.64,4.64,1.55,1.56,-1.56,-0.21,-0.43,3.08,3.08,3.09
24.65,4.61,4.61,1.53,1.52,-1.52,-0.21,-0.44,3.09,3.09,3.08
24.89,4.57,4.57,1.49,1.49,-1.48,-0.21,-0.45,3.08,3.08,3.08
25.14,4.53,4.53,1.45,1.45,-1.45,-0.20,-0.46,3.08,3.08,3.08
25.39,4.48,4.48,1.40,1.40,-1.40,-0.20,-0.47,3.07,3.08,3.08
25.65,4.43,4.43,1.35,1.36,-1.36,-0.20,-0.48,3.07,3.07,3.08
25.91,4.38,4.38,1.31,1.31,-1.31,-0.20,-0.50,3.07,3.07,3.07
26.16,4.33,4.33,1.26,1.27,-1.26,-0.20,-0.51,3.07,3.07,3.06
26.43,4.28,4.28,1.22,1.21,-1.21,-0.20,-0.52,3.07,3.07,3.06
26.69,4.22,4.22,1.16,1.16,-1.15,-0.20,-0.53,3.07,3.07,3.06
26.96,4.16,4.16,1.10,1.10,-1.09,-0.20,-0.54,3.07,3.07,3.06
27.23,4.10,4.10,1.04,1.04,-1.03,-0.20,-0.55,3.07,3.06,3.06
27.50,4.03,4.03,0.97,0.98,-0.98,-0.20,-0.56,3.05,3.05,3.06
27.77,3.97,3.97,0.92,0.92,-0.93,-0.20,-0.57,3.04,3.04,3.05
28.05,3.92,3.92,0.87,0.87,-0.89,-0.20,-0.58,3.03,3.02,3.04
28.33,3.87,3.88,0.84,0.84,-0.86,-0.20,-0.59,3.01,3.02,3.03
28.62,3.85,3.85,0.82,0.82,-0.83,-0.20,-0.60,3.02,3.02,3.03
28.90,3.84,3.84,0.81,0.81,-0.81,-0.20,-0.61,3.03,3.02,3.03
29.19,3.83,3.83,0.81,0.80,-0.79,-0.20,-0.61,3.04,3.04,3.02
29.48,3.82,3.82,0.79,0.79,-0.77,-0.20,-0.62,3.05,3.04,3.03
29.78,3.79,3.79,0.77,0.78,-0.75,-0.20,-0.62,3.04,3.04,3.02
30.08,3.76,3.75,0.75,0.74,-0.73,-0.19,-0.63,3.03,3.03,3.01
30.38,3.71,3.71,0.71,0.70,-0.70,-0.19,-0.63,3.01,3.00,3.00
30.68,3.65,3.66,0.65,0.66,-0.68,-0.19,-0.63,2.97,2.98,3.00
30.99,3.61,3.61,0.62,0.62,-0.65,-0.19,-0.63,2.96,2.97,2.99
31.30,3.58,3.58,0.59,0.59,-0.61,-0.19,-0.63,2.97,2.97,2.98
31.61,3.56,3.56,0.58,0.58,-0.58,-0.19,-0.63,2.98,2.98,2.98
31.93,3.53,3.53,0.56,0.56,-0.55,-0.19,-0.62,2.98,2.99,2.97
32.24,3.50,3.49,0.54,0.53,-0.51,-0.19,-0.62,2.99,2.99,2.96
32.57,3.44,3.44,0.48,0.49,-0.47,-0.19,-0.62,2.97,2.97,2.96
32.89,3.38,3.38,0.43,0.43,-0.42,-0.19,-0.61,2.96,2.96,2.95
33.22,3.31,3.31,0.37,0.37,-0.37,-0.19,-0.60,2.94,2.94,2.94
33.55,3.25,3.25,0.31,0.31,-0.32,-0.19,-0.59,2.93,2.92,2.94
